Order Reference	Order Reference	Order Date	Customer	Salesperson	Activities	Company	Total	Invoice Status
VSO/2601378		2026-02-27 15:08:03	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	77.805	Nothing to Invoice
VSO/2601377		2026-02-27 14:58:00	Customer Via Careem	Hafnas Nasar		Velocity International Trading LLC	90.000	Nothing to Invoice
VSO/2601370		2026-02-27 14:44:26	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	1.045	Nothing to Invoice
VSO/2601369		2026-02-27 14:37:54	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	14.155	Nothing to Invoice
VSO/2601366		2026-02-27 14:02:23	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	85.950	Nothing to Invoice
VSO/2601365		2026-02-27 13:38:15	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	0.850	Nothing to Invoice
VSO/2601364		2026-02-27 13:36:04	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	0.950	Nothing to Invoice
VSO/2601362		2026-02-27 13:17:16	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	114.290	Nothing to Invoice
VSO/2601360		2026-02-27 13:15:45	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601358		2026-02-27 13:05:41	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	3,657.280	Nothing to Invoice
VSO/2601357		2026-02-27 13:05:23	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601355		2026-02-27 13:04:02	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	1.000	Nothing to Invoice
SHPAE_PC4050		2026-02-27 11:50:47	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	108.000	Nothing to Invoice
VSO/2601350		2026-02-27 11:16:07	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601349		2026-02-27 10:45:02	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC4049		2026-02-27 09:12:27	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	303.200	Nothing to Invoice
SHPAE_PC4044		2026-02-26 17:29:39	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	340.000	Nothing to Invoice
SHPAE_PC4038		2026-02-26 13:39:26	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	369.600	Nothing to Invoice
VSO/2601346		2026-02-26 13:13:38	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	76.472	Nothing to Invoice
VSO/2601343		2026-02-26 13:06:24	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601339		2026-02-26 12:24:59	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	110.000	Nothing to Invoice
SHPAE_PC4035		2026-02-26 12:02:55	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	132.400	Nothing to Invoice
VSO/2601333		2026-02-26 11:55:30	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601332		2026-02-26 11:42:09	test	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601331		2026-02-26 11:36:31	test	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601330		2026-02-26 11:35:40	shad	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601329		2026-02-26 11:34:27	shad	Hafnas Nasar		Velocity International Trading LLC	1.000	Nothing to Invoice
VSO/2601326		2026-02-26 10:19:14	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	69.520	Nothing to Invoice
VSO/2601324		2026-02-26 10:13:42	20 Plaza LLC	Hafnas Nasar		Velocity International Trading LLC	69.520	Nothing to Invoice
VSO/2601321		2026-02-26 09:54:38	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	1.050	Nothing to Invoice
VSO/2601320		2026-02-26 09:50:22	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	1.050	Nothing to Invoice
VSO/2601318		2026-02-26 09:48:50	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	6.300	Nothing to Invoice
SHPAE_PC4014		2026-02-25 10:35:19	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	539.990	Nothing to Invoice
SHPAE_PC4013		2026-02-25 09:19:01	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	214.800	Nothing to Invoice
SHPAE_PC4012		2026-02-25 08:38:35	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	105.600	Nothing to Invoice
SHPAE_PC4011		2026-02-25 07:10:12	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	256.800	Nothing to Invoice
SHPAE_PC3992		2026-02-24 12:09:14	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	114.680	Nothing to Invoice
SHPAE_PC3991		2026-02-24 10:56:49	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	144.800	Nothing to Invoice
VSO/2601317		2026-02-24 10:09:15	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601314		2026-02-24 10:04:11	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601313		2026-02-24 10:04:11	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601307		2026-02-24 09:59:38	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601306		2026-02-24 09:56:37	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	1.000	Nothing to Invoice
VSO/2601305		2026-02-24 09:49:48	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	3,000.900	Nothing to Invoice
VSO/2601299		2026-02-24 09:22:04	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	12.600	Nothing to Invoice
VSO/2601298		2026-02-24 09:18:55	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	7,990.500	Nothing to Invoice
VSO/2601297		2026-02-24 08:59:32	Customer Via Careem	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601296		2026-02-24 08:59:07	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601295		2026-02-24 08:58:59	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC3990		2026-02-24 08:42:19	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	224.400	Nothing to Invoice
SHPAE_PC3989		2026-02-24 08:04:32	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	108.000	Nothing to Invoice
SHPAE_PC3988		2026-02-24 07:39:42	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	139.200	Nothing to Invoice
SHPAE_PC3987		2026-02-24 06:57:55	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	382.800	Nothing to Invoice
SHPAE_PC3984		2026-02-24 00:28:25	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	161.600	Nothing to Invoice
SHPAE_PC3983		2026-02-24 00:20:45	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	175.040	Nothing to Invoice
SHPAE_PC3982		2026-02-23 20:23:13	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	144.750	Nothing to Invoice
SHPAE_PC3980		2026-02-23 20:05:09	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	101.390	Nothing to Invoice
SHPAE_PC3979		2026-02-23 19:22:45	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	351.200	Nothing to Invoice
SHPAE_PC3978		2026-02-23 18:29:07	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	63.160	Nothing to Invoice
VSO/2601294		2026-02-23 18:22:52	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC3977		2026-02-23 18:01:13	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	148.400	Nothing to Invoice
VSO/2601293		2026-02-23 17:58:44	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	7.991	Nothing to Invoice
VSO/2601292		2026-02-23 17:38:18	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	384.983	Nothing to Invoice
SHPAE_PC3976		2026-02-23 17:16:05	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	159.990	Nothing to Invoice
SHPAE_PC3975		2026-02-23 17:09:11	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	144.800	Nothing to Invoice
SHPAE_PC3974		2026-02-23 16:38:25	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	119.200	Nothing to Invoice
VSO/2601291		2026-02-23 16:27:55	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC3973		2026-02-23 16:17:27	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	143.200	Nothing to Invoice
SHPAE_PC3972		2026-02-23 16:15:48	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	112.540	Nothing to Invoice
VSO/2601290		2026-02-23 15:48:47	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	7.610	Nothing to Invoice
VSO/2601289		2026-02-23 15:37:56	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	7.610	Nothing to Invoice
VSO/2601288		2026-02-23 15:25:50	Y E S International Trading LLC	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC3971		2026-02-23 15:25:18	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	137.600	Nothing to Invoice
VSO/2601287		2026-02-23 15:18:02	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601286		2026-02-23 15:11:35	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601285		2026-02-23 14:55:25	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601284		2026-02-23 14:54:09	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC3970		2026-02-23 14:28:53	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	369.600	Nothing to Invoice
SHPAE_PC3969		2026-02-23 13:18:16	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	106.800	Nothing to Invoice
SHPAE_PC3968		2026-02-23 12:34:53	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	303.200	Nothing to Invoice
SHPAE_PC3967		2026-02-23 11:57:14	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	261.200	Nothing to Invoice
SHPAE_PC3966		2026-02-23 11:31:31	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	111.200	Nothing to Invoice
SHPAE_PC3965		2026-02-23 11:03:11	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	102.000	Nothing to Invoice
SHPAE_PC3964		2026-02-23 10:31:22	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	176.400	Nothing to Invoice
SHPAE_PC3963		2026-02-23 09:48:11	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	131.200	Nothing to Invoice
SHPAE_PC3962		2026-02-23 07:47:58	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	126.520	Nothing to Invoice
SHPAE_PC3961		2026-02-22 21:59:53	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	806.000	Nothing to Invoice
SHPAE_PC3959		2026-02-22 19:37:20	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	202.400	Nothing to Invoice
SHPAE_PC3957		2026-02-22 19:24:04	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	369.600	Nothing to Invoice
SHPAE_PC3955		2026-02-22 17:10:18	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	126.800	Nothing to Invoice
SHPAE_PC3953		2026-02-22 16:07:29	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	132.000	Nothing to Invoice
SHPAE_PC3952		2026-02-22 16:05:10	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	240.000	Nothing to Invoice
SHPAE_PC3948		2026-02-22 15:23:44	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	105.600	Nothing to Invoice
SHPAE_PC3947		2026-02-22 13:50:51	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	528.000	Nothing to Invoice
SHPAE_PC3945		2026-02-22 13:07:47	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	119.200	Nothing to Invoice
SHPAE_PC3943		2026-02-22 12:49:01	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	289.700	Nothing to Invoice
SHPAE_PC3942		2026-02-22 11:52:22	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	353.480	Nothing to Invoice
SHPAE_PC3941		2026-02-22 11:45:13	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	238.400	Nothing to Invoice
SHPAE_PC3940		2026-02-22 10:20:30	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	158.400	Nothing to Invoice
SHPAE_PC3939		2026-02-22 10:03:16	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	369.600	Nothing to Invoice
SHPAE_PC3937		2026-02-22 08:54:54	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	238.400	Nothing to Invoice
SHPAE_PC3936		2026-02-22 02:07:46	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	171.970	Nothing to Invoice
SHPAE_PC3935		2026-02-21 22:05:17	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	208.800	Nothing to Invoice
SHPAE_PC3933		2026-02-21 20:32:10	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	27.200	Nothing to Invoice
SHPAE_PC3930		2026-02-21 19:28:11	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	252.000	Nothing to Invoice
SHPAE_PC3927		2026-02-21 16:48:52	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	77.600	Nothing to Invoice
SHPAE_PC3925		2026-02-21 16:09:01	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	155.190	Nothing to Invoice
SHPAE_PC3921		2026-02-21 14:32:35	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	390.800	Nothing to Invoice
SHPAE_PC3919		2026-02-21 12:53:49	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	101.490	Nothing to Invoice
SHPAE_PC3910		2026-02-20 20:51:24	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	96.400	Nothing to Invoice
SHPAE_PC3898		2026-02-20 09:53:42	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	111.400	Nothing to Invoice
VSO/2601283	Primal Quotation Jan 2026	2026-01-27 11:11:19	German Standard Veterinary Medicines Trading L.L.C	Finance		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601281	Order #10457194	2026-01-27 10:16:39	PRESTIGE PETS KINGDOM PETS HAIRDRESSING SALON - L.L.C - S.P.C	Finance		Velocity International Trading LLC	4,306.242	Nothing to Invoice
SHPAE_PC3404		2026-01-27 09:59:24	Customer Via Pet Central			Velocity International Trading LLC	106.680	Nothing to Invoice
SHPAE_PC3403		2026-01-27 09:39:54	Customer Via Pet Central			Velocity International Trading LLC	482.100	Nothing to Invoice
SHPAE_PC3402		2026-01-27 08:53:48	Customer Via Pet Central			Velocity International Trading LLC	587.930	Nothing to Invoice
SHPAE_PC3401		2026-01-27 08:46:46	Customer Via Pet Central			Velocity International Trading LLC	229.500	Nothing to Invoice
SHPAE_PC3400		2026-01-27 06:30:34	Customer Via Pet Central			Velocity International Trading LLC	183.200	Nothing to Invoice
SHPAE_PC3398		2026-01-26 22:53:24	Customer Via Pet Central			Velocity International Trading LLC	118.800	Nothing to Invoice
SHPAE_PC3396		2026-01-26 19:58:46	Customer Via Pet Central			Velocity International Trading LLC	105.000	Nothing to Invoice
SHPAE_PC3395		2026-01-26 19:34:55	Customer Via Pet Central			Velocity International Trading LLC	118.800	Nothing to Invoice
SHPAE_PC3394		2026-01-26 19:29:57	Customer Via Pet Central			Velocity International Trading LLC	105.000	Nothing to Invoice
SHPAE_PC3392		2026-01-26 15:55:26	Customer Via Pet Central			Velocity International Trading LLC	313.200	Nothing to Invoice
SHPAE_PC3391		2026-01-26 15:10:48	Customer Via Pet Central			Velocity International Trading LLC	149.180	Nothing to Invoice
VSO/2601280	INSTA ORDER 25/1/2026	2026-01-26 15:07:06	Customer Via Instashop	Finance		Velocity International Trading LLC	1,538.716	Nothing to Invoice
SHPAE_PC3390		2026-01-26 11:44:34	Customer Via Pet Central			Velocity International Trading LLC	770.000	Nothing to Invoice
SHPAE_PC3389		2026-01-26 08:25:30	Customer Via Pet Central			Velocity International Trading LLC	169.980	Nothing to Invoice
SHPAE_PC3388		2026-01-25 22:52:10	Customer Via Pet Central			Velocity International Trading LLC	106.680	Nothing to Invoice
SHPAE_PC3387		2026-01-25 22:12:35	Customer Via Pet Central			Velocity International Trading LLC	124.000	Nothing to Invoice
SHPAE_PC3385		2026-01-25 20:38:05	Customer Via Pet Central			Velocity International Trading LLC	365.700	Nothing to Invoice
SHPAE_PC3384		2026-01-25 20:29:15	Customer Via Pet Central			Velocity International Trading LLC	372.400	Nothing to Invoice
SHPAE_PC3383		2026-01-25 20:19:47	Customer Via Pet Central			Velocity International Trading LLC	279.000	Nothing to Invoice
SHPAE_PC3382		2026-01-25 19:41:02	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	169.990	Nothing to Invoice
SHPAE_PC3381		2026-01-25 18:39:56	Customer Via Pet Central			Velocity International Trading LLC	303.460	Nothing to Invoice
SHPAE_PC3379		2026-01-25 16:33:11	Customer Via Pet Central			Velocity International Trading LLC	343.200	Nothing to Invoice
SHPAE_PC3378		2026-01-25 15:42:30	Customer Via Pet Central			Velocity International Trading LLC	111.230	Nothing to Invoice
SHPAE_PC3377		2026-01-25 15:25:09	Customer Via Pet Central			Velocity International Trading LLC	324.000	Nothing to Invoice
SHPAE_PC3376		2026-01-25 14:24:53	Customer Via Pet Central			Velocity International Trading LLC	244.890	Nothing to Invoice
SHPAE_PC3375		2026-01-25 13:47:33	Customer Via Pet Central			Velocity International Trading LLC	488.800	Nothing to Invoice
SHPAE_PC3374		2026-01-25 12:17:18	Customer Via Pet Central			Velocity International Trading LLC	328.800	Nothing to Invoice
SHPAE_PC3373		2026-01-25 11:52:33	Customer Via Pet Central			Velocity International Trading LLC	744.800	Nothing to Invoice
SHPAE_PC3372		2026-01-25 10:15:34	Customer Via Pet Central			Velocity International Trading LLC	219.300	Nothing to Invoice
SHPAE_PC3371		2026-01-25 08:39:32	Customer Via Pet Central			Velocity International Trading LLC	112.210	Nothing to Invoice
SHPAE_PC3369		2026-01-25 02:45:10	Customer Via Pet Central			Velocity International Trading LLC	365.600	Nothing to Invoice
SHPAE_PC3368		2026-01-24 23:10:20	Customer Via Pet Central			Velocity International Trading LLC	365.600	Nothing to Invoice
SHPAE_PC3367		2026-01-24 22:54:04	Customer Via Pet Central			Velocity International Trading LLC	159.230	Nothing to Invoice
SHPAE_PC3366		2026-01-24 22:18:10	Customer Via Pet Central			Velocity International Trading LLC	119.430	Nothing to Invoice
SHPAE_PC3365		2026-01-24 22:07:00	Customer Via Pet Central			Velocity International Trading LLC	157.080	Nothing to Invoice
SHPAE_PC3364		2026-01-24 20:32:05	Customer Via Pet Central			Velocity International Trading LLC	193.550	Nothing to Invoice
SHPAE_PC3363		2026-01-24 19:07:24	Customer Via Pet Central			Velocity International Trading LLC	339.200	Nothing to Invoice
SHPAE_PC3362		2026-01-24 17:31:37	Customer Via Pet Central			Velocity International Trading LLC	399.600	Nothing to Invoice
SHPAE_PC3361		2026-01-24 16:02:52	Customer Via Pet Central			Velocity International Trading LLC	162.210	Nothing to Invoice
SHPAE_PC3359		2026-01-24 15:22:57	Customer Via Pet Central			Velocity International Trading LLC	108.380	Nothing to Invoice
SHPAE_PC3358		2026-01-24 14:49:14	Customer Via Pet Central			Velocity International Trading LLC	258.400	Nothing to Invoice
VSO/2601262	18/1/2026 INSTA ORDER	2026-01-24 13:56:14	Customer Via Instashop	Finance		Velocity International Trading LLC	3,060.360	Nothing to Invoice
SHPAE_PC3357		2026-01-24 13:06:36	Customer Via Pet Central			Velocity International Trading LLC	168.300	Nothing to Invoice
SHPAE_PC3355		2026-01-24 12:33:07	Customer Via Pet Central			Velocity International Trading LLC	99.450	Nothing to Invoice
SHPAE_PC3354		2026-01-24 12:00:39	Customer Via Pet Central			Velocity International Trading LLC	467.490	Nothing to Invoice
SHPAE_PC3353		2026-01-24 09:29:28	Customer Via Pet Central			Velocity International Trading LLC	154.400	Nothing to Invoice
SHPAE_PC3351		2026-01-24 07:31:59	Customer Via Pet Central			Velocity International Trading LLC	119.000	Nothing to Invoice
SHPAE_PC3350		2026-01-24 06:51:54	Customer Via Pet Central			Velocity International Trading LLC	410.150	Nothing to Invoice
SHPAE_PC3349		2026-01-24 01:17:09	Customer Via Pet Central			Velocity International Trading LLC	166.600	Nothing to Invoice
SHPAE_PC3348		2026-01-23 22:40:18	Customer Via Pet Central			Velocity International Trading LLC	306.900	Nothing to Invoice
SHPAE_PC3347		2026-01-23 21:50:26	Customer Via Pet Central			Velocity International Trading LLC	452.940	Nothing to Invoice
SHPAE_PC3346		2026-01-23 20:50:09	Customer Via Pet Central			Velocity International Trading LLC	799.200	Nothing to Invoice
SHPAE_PC3345		2026-01-23 19:55:55	Customer Via Pet Central			Velocity International Trading LLC	122.220	Nothing to Invoice
SHPAE_PC3343		2026-01-23 18:15:15	Customer Via Pet Central			Velocity International Trading LLC	228.240	Nothing to Invoice
SHPAE_PC3342		2026-01-23 17:48:32	Customer Via Pet Central			Velocity International Trading LLC	132.720	Nothing to Invoice
SHPAE_PC3341		2026-01-23 17:39:49	Customer Via Pet Central			Velocity International Trading LLC	439.960	Nothing to Invoice
VSO/2601256	16/1/2026 INSTA ORDER	2026-01-23 17:08:29	Customer Via Instashop	Finance		Velocity International Trading LLC	2,513.693	Nothing to Invoice
SHPAE_PC3340		2026-01-23 17:03:04	Customer Via Pet Central			Velocity International Trading LLC	106.680	Nothing to Invoice
SHPAE_PC3338		2026-01-23 16:34:05	Customer Via Pet Central			Velocity International Trading LLC	112.200	Nothing to Invoice
SHPAE_PC3337		2026-01-23 15:15:52	Customer Via Pet Central			Velocity International Trading LLC	475.200	Nothing to Invoice
SHPAE_PC3336		2026-01-23 13:48:42	Customer Via Pet Central			Velocity International Trading LLC	324.000	Nothing to Invoice
SHPAE_PC3334		2026-01-23 12:46:46	Customer Via Pet Central			Velocity International Trading LLC	328.120	Nothing to Invoice
SHPAE_PC3333		2026-01-23 11:27:15	Customer Via Pet Central			Velocity International Trading LLC	317.850	Nothing to Invoice
SHPAE_PC3332		2026-01-23 10:05:07	Customer Via Pet Central			Velocity International Trading LLC	222.600	Nothing to Invoice
SHPAE_PC3331		2026-01-23 09:28:47	Customer Via Pet Central			Velocity International Trading LLC	222.600	Nothing to Invoice
SHPAE_PC3330		2026-01-22 22:22:21	Customer Via Pet Central			Velocity International Trading LLC	100.500	Nothing to Invoice
SHPAE_PC3329		2026-01-22 21:11:45	Customer Via Pet Central			Velocity International Trading LLC	287.200	Nothing to Invoice
SHPAE_PC3328		2026-01-22 21:11:20	Customer Via Pet Central			Velocity International Trading LLC	135.000	Nothing to Invoice
SHPAE_PC3327		2026-01-22 19:52:47	Customer Via Pet Central			Velocity International Trading LLC	239.970	Nothing to Invoice
SHPAE_PC3323		2026-01-22 17:18:15	Customer Via Pet Central			Velocity International Trading LLC	247.500	Nothing to Invoice
VSO/2601223	Shopify 16-01-2026	2026-01-22 16:37:44	Customer Via Pet Central	Finance		Velocity International Trading LLC	5,911.040	Nothing to Invoice
SHPAE_PC3321		2026-01-22 16:36:41	Customer Via Pet Central			Velocity International Trading LLC	287.200	Nothing to Invoice
VSO/2601247	Amazon 19-01-2026 & 20-01-2026	2026-01-22 13:53:26	Customer Via Instashop	Finance		Velocity International Trading LLC	14,594.967	Nothing to Invoice
SHPAE_PC3317		2026-01-22 09:52:52	Customer Via Pet Central	OdooBot	Exception	Velocity International Trading LLC	99.000	Nothing to Invoice
VSO/2601227	Shopify 17-01-2026	2026-01-21 19:17:39	Customer Via Pet Central	Finance		Velocity International Trading LLC	5,182.770	Nothing to Invoice
VSO/2601171	Shopify 12-01-2026	2026-01-16 16:23:28	Customer Via Pet Central	Finance		Velocity International Trading LLC	8,976.320	Nothing to Invoice
VSO/2601167	Shopify 13-01-2026	2026-01-16 12:57:35	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,311.790	Nothing to Invoice
VSO/2601175	Shopify 11-01-2026	2026-01-16 12:52:16	Customer Via Pet Central	Finance		Velocity International Trading LLC	6,522.060	Nothing to Invoice
VSO/2601177	Shopify 10-01-2026	2026-01-16 12:48:34	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,743.360	Nothing to Invoice
VSO/2601084	Order #10457096	2026-01-14 19:31:56	The Pet Stop Trading LLC	Hafnas Nasar		Velocity International Trading LLC	3,362.428	Nothing to Invoice
VSO/2601161	Order #10457136	2026-01-14 16:18:24	Haiwanati Pets Trading LLC	Finance		Velocity International Trading LLC	352.800	Nothing to Invoice
VSO/2601080	Order #10457089	2026-01-14 13:52:05	Aqua Pets Dreams Aquatic & Live Animals Trading LLC	Finance		Velocity International Trading LLC	1,310.568	Nothing to Invoice
VSO/2601155	Order #10457132	2026-01-14 10:36:06	Animal Zone LLC (Branch)	Finance		Velocity International Trading LLC	899.955	Nothing to Invoice
VSO/2601094	Order #10457109	2026-01-12 10:05:32	Super Lucky Pets LLC	Finance		Velocity International Trading LLC	1,260.000	Nothing to Invoice
VSO/2601076	Shopify 06-01-2026	2026-01-10 14:48:43	Customer Via Pet Central	Finance		Velocity International Trading LLC	4,453.670	Nothing to Invoice
VSO/2601079	Order #10457088	2026-01-07 15:02:07	Luxury Pets Grooming LLC	Finance		Velocity International Trading LLC	366.660	Nothing to Invoice
VSO/2601073	Shopify 05-01-2026	2026-01-07 14:48:01	Customer Via Pet Central	Finance		Velocity International Trading LLC	5,559.750	Nothing to Invoice
VSO/2501005	Shopify 27-12-2025	2025-12-30 15:07:52	Customer Via Pet Central	Finance		Velocity International Trading LLC	5,348.028	Nothing to Invoice
VSO/2500986	Shopify -25-12-25	2025-12-27 10:25:06	Customer Via Pet Central	Finance		Velocity International Trading LLC	2,457.450	Nothing to Invoice
VSO/2500937	Shopify 22-12-2025	2025-12-26 14:58:55	Customer Via Pet Central	Finance		Velocity International Trading LLC	4,030.580	Nothing to Invoice
VSO/2500972	Shopify 23-12-2025 & 24-12-2025	2025-12-26 14:51:45	Customer Via Pet Central	Finance		Velocity International Trading LLC	8,835.380	Nothing to Invoice
VSO/2500901	Shopify 17-12-2025	2025-12-25 16:16:37	Customer Via Pet Central	Finance		Velocity International Trading LLC	2,626.120	Nothing to Invoice
VSO/2500921	INABA Dec 2025 Order	2025-12-20 17:46:20	Vogue Intenational LLC - FZC	Hafnas Nasar		Velocity International Trading LLC	55,351.296	Nothing to Invoice
VSO/2500906	Careem Order 4/12/2025	2025-12-18 17:47:29	Customer Via Careem	Finance		Velocity International Trading LLC	377.970	Nothing to Invoice
VSO/2500888	Primal KITR Quotation	2025-12-18 13:05:25	The Private Office of H.H The Ruler of Dubai, HHPO PURCHASE AND SUPPLY OFFICE	Finance		Velocity International Trading LLC	56,714.370	Nothing to Invoice
